code,name,Security Group,Open,High,Low,LTP,No. of Shares Traded ,Total Turnover in Lac,No. of Trades ,
517258,PRECISIO,XT,31.80,35.12,31.78,33.70,1016,0.32,10,
502820,DCM,B,76.25,77.25,75.60,75.60,423,0.32,48,
530803,BHAGIL,B,124.90,127.60,124.80,124.80,256,0.32,18,
526441,VISIONCINE,X,0.90,1.06,0.90,1.05,32458,0.32,26,
526139,TRABI,XT,2.56,2.67,2.45,2.52,12535,0.32,22,
538838,ICL,X,34.25,34.25,34.25,34.25,953,0.32,22,
540360,LLFICL,XT,6.00,6.00,5.97,5.97,5381,0.32,13,
532686,KERNEX,T,276.95,276.95,271.00,273.50,119,0.32,9,
533306,SUMMITSEC,B,588.65,590.00,580.00,580.00,55,0.32,16,
537524,VIAANINDUS,Z,0.67,0.70,0.67,0.70,46788,0.32,77,
532326,INTENTECH,B,64.85,65.30,64.00,64.23,487,0.31,37,
532355,PICTUREHS,X,6.67,6.67,5.51,6.40,5436,0.31,38,
532344,SOFTSOL,X,148.00,148.00,143.00,143.00,213,0.31,13,
504036,HIRECT,B,193.55,194.00,190.85,192.50,165,0.31,26,
507515,CJGEL,XT,22.95,23.45,21.38,21.38,1482,0.31,20,
514248,SRECR,P,52.00,54.50,52.00,54.50,600,0.31,6,
521005,TITANIN,XT,63.27,63.27,63.27,63.27,504,0.31,37,
538714,SUCHITRA,X,45.78,49.00,45.30,48.99,697,0.31,13,
543298,VINEETLAB,B,51.78,52.07,50.30,52.07,617,0.31,12,
519457,VIRATCRA,X,33.77,33.77,31.24,32.79,934,0.30,19,
514442,SRIKPRIND,X,19.50,19.50,17.85,18.08,1705,0.30,30,
517370,INCAP,XT,37.99,37.99,36.00,37.99,854,0.30,4,
512131,SIGNETIND,B,35.15,36.65,35.05,36.45,841,0.30,26,
512399,SERA,XT,331.60,331.60,329.00,329.00,94,0.30,9,
506525,KANORICHEM,B,129.00,129.00,122.75,123.15,248,0.30,19,
504076,JYOTI,X,16.60,17.75,16.60,16.75,1806,0.30,32,
500337,PRIMESECU,B,100.30,100.39,99.15,99.20,304,0.30,24,
532334,HBESD,X,26.15,26.85,25.77,26.80,1142,0.30,16,
532216,HBSTOCK,B,43.45,46.80,43.45,45.05,670,0.30,46,
531673,ANKIN,X,23.52,25.98,23.52,23.52,1282,0.30,11,
590041,KAVVERITEL,B,5.36,5.80,5.25,5.70,5666,0.30,51,
538081,HARIAAPL,X,4.65,4.65,4.23,4.45,6827,0.30,97,
538496,TARINI,M,5.00,5.00,5.00,5.00,6000,0.30,2,
538707,RCCL,X,40.10,40.10,35.15,35.90,848,0.30,15,
533316,STEL,B,137.70,144.00,137.70,144.00,212,0.30,14,
533158,THANGAMAYL,B,1005.95,1016.30,1000.30,1004.95,30,0.30,17,
531661,HITTCO,X,9.90,10.04,9.62,9.82,2919,0.29,29,
531719,BHAGCHEM,B,1064.80,1075.95,1050.10,1050.60,28,0.29,16,
524434,ASINPET,XT,18.60,19.50,18.60,19.50,1541,0.29,26,
530789,CEEJAY,X,102.30,112.00,102.30,105.05,266,0.29,5,
531223,ANJANI,X,26.36,28.36,26.36,28.01,1040,0.29,8,
500343,AMJLAND,B,26.15,26.50,25.40,25.40,1142,0.29,16,
500023,ASIANHOTNR,B,71.25,73.95,70.70,72.41,408,0.29,25,
506906,SCBL,X,1.94,1.94,1.80,1.80,16213,0.29,35,
512329,KRL,X,384.70,384.70,371.70,371.90,78,0.29,12,
533605,SETUINFRA,T,1.09,1.09,1.00,1.09,27713,0.29,18,
535621,SVGLOBAL,X,48.55,50.50,48.55,50.32,598,0.29,4,
539545,APOORVA,X,13.78,13.78,13.78,13.78,2149,0.29,14,
524238,GUJINJEC,XT,6.82,7.15,6.48,7.15,3927,0.28,13,
526225,BLOOM,X,11.55,12.70,11.55,12.69,2221,0.28,8,
531814,TIRSARJ,X,10.25,10.25,9.28,9.69,2982,0.28,29,
531287,NATPLASTI,X,108.80,112.00,103.00,104.65,260,0.28,8,
539494,SMARTFIN,X,6.71,6.97,6.65,6.87,4228,0.28,107,
539979,DIGJAMLTD,T,103.00,103.00,97.05,98.05,289,0.28,11,
540717,PQIF,B,41.15,42.00,40.00,40.43,697,0.28,47,
538564,JAMESWARREN,X,233.50,233.75,233.50,233.75,124,0.28,5,
532738,TANTIACONS,Z,11.00,11.00,10.64,10.64,2685,0.28,18,
532614,IMPEXFERRO,T,2.75,2.81,2.62,2.81,10254,0.28,15,
531813,GANGAPA,X,71.00,81.00,68.00,81.00,381,0.27,17,
526113,UNRYLMA,XT,9.55,9.55,9.55,9.55,2930,0.27,5,
523260,PEARLPOLY,B,22.15,22.15,21.35,22.10,1247,0.27,14,
523550,KRYPTONQ,X,19.00,19.10,18.30,19.10,1433,0.27,27,
530755,CORNE,XT,14.80,14.85,13.80,14.65,1954,0.27,37,
530267,SABOOBR,XT,17.00,17.90,17.00,17.90,1580,0.27,3,
530393,DBSTOCKBRO,B,25.60,26.70,25.50,25.60,1069,0.27,178,
522207,RASANDIK,X,68.90,68.90,66.30,66.31,405,0.27,13,
523021,RISHITECH,X,20.75,20.99,20.75,20.99,1322,0.27,14,
507508,RIGASUG,Z,6.90,6.90,6.56,6.56,4217,0.27,19,
507981,JINDHOT,X,40.85,42.95,40.00,40.00,685,0.27,19,
500313,OILCOUNTUB,B,13.50,15.00,13.50,14.50,1836,0.27,234,
537820,VFL,B,2.56,2.60,2.46,2.56,10874,0.27,98,
533896,FERVENTSYN,X,17.80,18.73,17.35,18.04,1532,0.27,15,
533001,SOMICONV,B,38.82,38.82,34.50,34.90,764,0.27,34,
505324,MANUGRAPH,B,16.85,17.05,16.64,16.64,1577,0.26,17,
518011,KEERTHI,XT,142.00,147.05,142.00,147.05,185,0.26,4,
511702,YOGI,XT,17.55,17.60,17.50,17.50,1500,0.26,10,
530299,KOTHARIPRO,B,112.75,117.75,112.75,116.90,228,0.26,11,
530815,REFNOL,X,74.70,74.70,71.44,71.44,371,0.26,11,
531638,SURAJLTD,X,69.95,70.29,67.30,70.00,381,0.26,14,
538874,NEXUSSURGL,X,10.36,10.99,10.36,10.41,2503,0.26,16,
543347,AXISTECETF,B,308.00,310.78,308.00,310.70,86,0.26,12,
532145,HOTLSILV,X,10.18,10.19,9.85,10.00,2570,0.25,21,
531260,REFEXRENEW,X,370.00,387.95,350.00,377.95,68,0.25,24,
530057,VIVANZA,X,158.40,158.40,151.00,156.40,167,0.25,27,
526755,VELHO,X,6.02,6.37,6.02,6.05,4096,0.25,22,
523826,SOVERDIA,X,20.00,21.00,19.50,20.75,1256,0.25,34,
509449,BHAGWOX,XT,38.70,42.10,38.70,41.05,640,0.25,21,
514300,PIONEEREMB,B,34.45,34.50,34.25,34.37,752,0.25,7,
519285,TARAI,XT,3.89,4.29,3.89,4.29,6443,0.25,4,
500159,METROGLOBL,X,82.00,82.00,78.31,79.50,319,0.25,15,
542513,UTISXN50,A,47.95,48.00,47.25,48.00,529,0.25,31,
534755,TRIOMERC,X,0.80,0.85,0.80,0.80,32093,0.25,30,
500262,HYBRIDFIN,B,9.89,9.89,9.66,9.75,2450,0.24,6,
501343,MOTOGENFIN,T,28.15,29.18,28.15,29.18,837,0.24,10,
511611,DCMFINSERV,B,3.85,3.91,3.59,3.75,6501,0.24,41,
512527,SUPER,X,798.00,798.00,752.00,770.00,31,0.24,10,
530245,ARYAMAN,X,107.50,114.65,107.50,114.65,211,0.24,30,
530829,CILSEC,X,25.50,26.85,25.02,25.50,978,0.24,38,
532916,BVCL,B,23.27,25.50,23.27,24.21,966,0.24,10,
541178,BENARA,M,12.34,12.34,12.34,12.34,2000,0.24,1,
540497,SCHAND,B,174.00,182.40,174.00,181.05,133,0.24,23,
543255,INFRABEES,B,524.36,524.97,522.13,523.30,47,0.24,13,
531163,KEMISTAR,X,40.50,40.50,38.00,38.20,609,0.23,10,
530281,QUANTDIA,XT,20.35,20.35,19.34,19.35,1210,0.23,8,
526081,SCAGRO,XT,10.60,11.00,10.45,10.90,2197,0.23,18,
526043,POLYCHMP,X,63.00,63.40,61.60,63.40,374,0.23,7,
526574,ENTRINT,X,15.40,16.90,15.40,16.71,1467,0.23,13,
511441,GUJCRED,XT,21.55,22.62,20.48,22.62,1118,0.23,17,
509635,HINDCOMPOS,B,276.55,277.20,274.05,276.45,86,0.23,20,
521226,UNIROYAL,X,14.00,14.00,13.35,13.35,1777,0.23,4,
514358,EVERLON,X,38.70,38.70,36.21,38.69,629,0.23,11,
543608,HDFCVALUE,B,93.75,93.75,92.10,93.00,250,0.23,17,
539043,BKMINDST,Z,1.01,1.05,1.01,1.02,23088,0.23,21,
540063,ECS,X,5.82,5.90,5.81,5.85,3995,0.23,9,
532855,HARYNACAP,X,50.00,53.02,50.00,53.02,445,0.23,14,
522073,HITECHGEAR,B,260.10,262.95,254.00,254.00,88,0.22,22,
513513,ADITYA,X,8.99,8.99,8.60,8.87,2587,0.22,14,
500142,FGP,X,6.94,6.94,6.07,6.50,3521,0.22,12,
506520,JAYCH,X,5.95,6.17,5.80,6.10,3681,0.22,51,
524522,LAFFANSQ,X,37.70,40.00,37.70,38.34,593,0.22,9,
523782,MITSHI,XT,11.69,11.69,11.69,11.69,1946,0.22,6,
526851,AREXMIS,X,93.00,93.00,91.60,92.42,240,0.22,9,
530695,PRIMEPRO,X,11.31,11.36,11.30,11.36,1952,0.22,5,
531297,ARTEFACT,X,44.45,44.45,41.25,42.50,516,0.22,16,
535693,BRAHMINFRA,X,28.20,31.99,27.25,27.25,758,0.22,10,
543643,NARMADA,B,22.65,23.00,22.10,22.99,994,0.22,19,
530361,PRABHHANS,XT,77.00,77.00,77.00,77.00,283,0.21,5,
523722,SVAMSOF,X,3.56,3.56,3.33,3.41,6235,0.21,23,
526301,MEDINOV,XT,20.90,22.94,20.90,21.00,1007,0.21,4,
526373,CINDHO,X,35.80,35.80,35.80,35.80,602,0.21,5,
506919,MAKERSL,X,105.00,105.00,102.30,105.00,208,0.21,10,
503624,ZSVARAJT,X,6.28,6.28,5.90,5.90,3531,0.21,13,
500170,GTNINDS,X,31.75,31.86,30.95,30.98,696,0.21,26,
513335,METALFORGE,Z,3.65,3.65,3.61,3.61,5890,0.21,5,
508956,HBLEAS,XT,4.26,4.47,4.05,4.05,5289,0.21,15,
511533,SAHARAHOUS,X,48.60,48.60,44.00,47.19,471,0.21,11,
519262,PRIMAGR,XT,21.50,23.46,21.50,23.46,909,0.21,11,
543388,DSPNEWETF,B,199.00,200.56,199.00,199.10,110,0.21,21,
538382,WESTLEIRES,XT,250.00,250.00,247.00,247.00,86,0.21,14,
533315,INOVSYNTH,X,18.00,19.84,17.30,18.12,1160,0.21,28,
532728,MALUPAPER,B,29.90,30.00,29.60,29.66,730,0.21,14,
538733,STARLIT,B,8.60,9.20,8.60,8.60,2322,0.21,12,
542579,AGOL,T,86.90,88.00,86.00,88.00,250,0.21,7,
542694,PARSHVA,T,186.00,186.00,177.20,185.00,118,0.21,14,
515093,MADHAV,B,37.60,37.80,37.05,37.70,531,0.20,45,
511501,BHARAT,X,22.85,23.70,22.85,22.96,885,0.20,32,
513548,SHRDAIS,XT,62.40,62.40,58.81,62.00,340,0.20,10,
500206,MARGOFIN,X,32.95,32.95,30.66,30.72,643,0.20,14,
505509,RESPONIND,B,124.80,124.90,123.40,123.40,167,0.20,11,
506947,ADVPETR-B,P,404.00,404.00,404.00,404.00,50,0.20,1,
506605,POLYCHEM,X,900.00,915.00,861.60,915.00,23,0.20,6,
523519,UNIOFFICE,X,4.30,4.30,3.80,3.80,5177,0.20,14,
524314,GUJTERC,X,16.99,17.00,16.50,17.00,1197,0.20,15,
542627,CHANDNIMACH,X,14.50,15.95,14.50,15.02,1304,0.20,11,
532879,SSLEL,X,133.90,133.90,124.60,130.95,161,0.20,9,
534708,SHANTIGURU,M,6.87,6.87,6.87,6.87,3000,0.20,1,
534422,LOOKS,X,6.15,6.21,6.15,6.15,3349,0.20,8,
543470,SOFTTECH,B,165.05,173.25,165.00,166.05,126,0.20,16,
524622,ISTRNETWK,X,2.24,2.24,2.04,2.04,8822,0.19,17,
526813,RAGHUNAT,XT,11.28,12.44,11.27,12.39,1591,0.19,35,
531552,RAGHUTOB,X,12.70,13.60,12.70,13.06,1477,0.19,23,
532335,AMBICAAGAR,B,23.80,23.80,22.95,23.25,842,0.19,33,
506981,BLUECHIPT,X,127.80,132.80,127.80,131.80,150,0.19,10,
513699,SOLIDSTON,X,34.30,36.14,34.30,35.71,529,0.19,7,
513173,STLSTRINF,X,22.50,22.50,19.15,21.94,926,0.19,23,
512344,ARAVALIS,X,3.62,3.90,3.62,3.78,5300,0.19,10,
517119,PCS,X,15.00,15.55,15.00,15.20,1285,0.19,24,
517063,JETKINGQ,X,38.85,38.85,37.00,38.80,512,0.19,7,
522294,TIGLOB,X,112.45,112.45,108.00,108.00,177,0.19,8,
522267,VJLAXMIE,X,37.89,37.89,32.25,35.99,582,0.19,15,
543400,OMNIPOTENT,M,9.81,9.81,9.81,9.81,2000,0.19,1,
538365,INCREDIBLE,B,20.00,21.04,20.00,21.00,951,0.19,28,
532986,NIRAJ,B,27.20,29.25,27.20,28.45,700,0.19,18,
533170,TAMBOLI,X,112.00,112.95,107.10,110.00,171,0.19,24,
542123,PHOSPHATE,X,133.80,133.80,125.10,132.00,147,0.19,7,
541352,MEGASTAR,B,237.05,237.05,232.95,235.15,83,0.19,31,
538770,CRANEINFRA,X,13.15,13.15,12.07,12.40,1534,0.19,22,
522152,SOLIMAC,X,44.35,44.40,42.15,44.40,408,0.18,10,
521246,PARASPETRO,T,0.85,0.88,0.83,0.88,21180,0.18,44,
512618,RLF,XT,6.77,6.78,6.77,6.78,2670,0.18,11,
512634,SAVERA,X,56.50,65.82,56.50,62.00,292,0.18,12,
511411,SHRISTI,X,22.15,24.85,22.15,24.45,787,0.18,8,
502294,NILACHAL,X,39.90,39.90,36.10,39.39,479,0.18,10,
500143,PHCAP,X,73.25,73.25,68.20,71.99,268,0.18,13,
531301,HIGHSTREE,X,32.00,36.00,32.00,34.25,544,0.18,6,
531416,NARPROP,X,17.10,17.10,15.41,16.67,1158,0.18,8,
530525,SHEETAL,X,5.10,5.15,5.10,5.14,3620,0.18,11,
533761,GPTINFRA,B,50.15,52.07,50.15,51.75,370,0.18,52,
537291,NATHBIOGEN,B,145.40,145.85,144.30,144.65,125,0.18,23,
537069,ARNOLD,X,24.95,24.95,23.02,24.80,799,0.18,14,
538634,VRL,X,155.00,158.90,155.00,158.90,117,0.18,7,
530585,SWASTIKA,X,153.00,161.90,153.00,155.20,113,0.17,25,
524534,BHASKAGR,XT,63.20,67.96,63.20,67.94,261,0.17,12,
523465,INDBNK,B,27.34,27.34,25.63,26.86,664,0.17,11,
531822,RODIUM,X,46.00,47.00,45.00,45.10,379,0.17,5,
504697,GALADA,Z,1.85,2.03,1.85,2.03,8755,0.17,24,
512587,ZODJRDMKJ,X,37.37,39.84,37.37,38.10,457,0.17,13,
514010,HIMFIBP,X,4.85,4.85,4.40,4.59,3807,0.17,33,
514036,LOYALTEX,B,613.60,621.00,613.60,619.00,28,0.17,8,
516078,JUMBO,X,18.05,19.90,18.05,19.90,891,0.17,11,
537536,DENISCHEM,X,71.45,71.45,67.53,70.81,245,0.17,11,
536709,INDRENEW,X,10.80,11.20,9.82,10.25,1705,0.17,21,
536565,TRIMURTHI,XT,8.92,8.92,8.92,8.92,2000,0.17,2,
539111,SHESHAINDS,X,18.50,18.50,16.20,16.60,1058,0.17,19,
543568,ICICIMOM30,B,18.15,18.47,18.15,18.47,926,0.17,11,
514266,ZENIFIB,X,68.00,73.19,68.00,72.69,242,0.16,12,
517399,VXLINSTR,XT,8.65,8.65,8.65,8.65,1923,0.16,11,
522650,BEMHY,X,547.15,547.15,540.00,541.95,31,0.16,13,
513369,KVFORGE,X,39.94,40.00,38.25,40.00,425,0.16,13,
513295,IMEC,X,2.05,2.05,1.85,2.00,8452,0.16,59,
513108,GANDHITUBE,B,502.05,507.50,502.05,502.45,33,0.16,12,
507998,SIMMOND,X,44.70,44.70,43.50,44.62,362,0.16,10,
500239,KGDENIM,X,29.00,29.00,27.05,27.70,583,0.16,12,
532340,OMNIAX,X,2.96,2.96,2.82,2.82,5684,0.16,28,
532380,BABA,X,14.60,14.60,13.75,14.46,1135,0.16,38,
526095,RALEGRA,X,35.25,35.77,32.65,35.68,470,0.16,6,
526727,GARNET,X,13.50,14.40,13.50,14.40,1190,0.16,14,
531257,PRATIKSH,X,23.80,24.68,23.80,24.48,683,0.16,33,
890180,AARTIPP,B,198.00,205.90,198.00,200.00,84,0.16,32,
539220,MISHKA,XT,53.95,53.95,53.85,53.85,310,0.16,6,
539991,CFEL,X,147.95,149.95,141.55,149.85,111,0.16,17,
540648,PALASHSEC,B,108.35,109.35,105.50,109.35,152,0.16,29,
532640,CYBERMEDIA,B,17.75,18.25,17.50,18.24,939,0.16,15,
532521,PALRED,B,144.45,146.00,143.65,144.90,111,0.16,19,
532481,NOIDATOLL,B,6.80,7.10,6.80,7.07,2281,0.16,10,
531254,OPTIFIN,X,62.49,62.49,61.00,61.90,241,0.15,11,
524458,INDOEURO,XT,21.70,21.70,20.00,21.36,746,0.15,12,
531694,RAINBOWF,X,10.22,10.89,10.00,10.64,1517,0.15,19,
531352,PEETISEC,XT,28.00,29.40,28.00,29.40,571,0.15,10,
507910,FIBERWEB,B,35.55,36.50,35.35,35.95,432,0.15,57,
522209,YOGISUNG,X,3.11,3.12,3.11,3.12,5001,0.15,7,
517264,FINELINE,X,37.50,37.50,35.55,37.40,414,0.15,6,
514286,ASHIMASYN,B,15.05,15.05,15.00,15.00,1006,0.15,3,
515127,RAMASIGNS,X,3.60,3.60,3.32,3.52,4626,0.15,22,
532808,PGIL,B,397.60,408.45,395.90,406.45,38,0.15,10,
537582,UNISHIRE,M,1.54,1.54,1.54,1.54,10000,0.15,1,
537254,RCIIND,XT,4.90,5.10,4.90,4.90,3181,0.15,13,
540243,NEWLIGHT,X,14.10,15.60,14.10,15.60,1070,0.15,9,
540823,VITESSE,Z,17.00,17.00,16.00,16.05,957,0.15,13,
541546,GAYAHWS,B,0.81,0.83,0.79,0.82,19676,0.15,30,
542677,MAHESH,X,11.60,11.60,11.60,11.60,1297,0.15,6,
539800,CHDCHEM,B,5.76,5.77,5.76,5.77,2735,0.15,15,
543474,BSLNIFTY,B,19.30,19.75,19.30,19.67,779,0.15,52,
542919,ARTEMISMED,B,63.90,65.95,63.90,64.33,239,0.15,17,
542933,UNIVPHOTO,B,400.00,405.85,399.00,399.00,39,0.15,16,
543231,ADL,T,60.10,60.10,60.00,60.00,263,0.15,4,
513252,JAYUSH,X,634.00,634.00,600.10,602.10,23,0.14,7,
508670,NEAGI,X,3500.00,3500.00,3500.00,3500.00,4,0.14,3,
507438,IFBAGRO,B,470.90,478.00,470.10,470.10,30,0.14,8,
531067,CONTILI,X,82.20,82.20,76.05,81.78,185,0.14,11,
543614,TIPSFILMS,B,389.40,397.75,378.05,388.75,38,0.14,18,
539910,KOCL,XT,2.40,2.50,2.40,2.47,5977,0.14,24,
542729,DCMNVL,B,133.95,135.65,132.45,134.15,109,0.14,13,
540259,SHANGAR,X,2.87,2.87,2.87,2.87,5089,0.14,9,
540647,GANGESSEC,B,106.60,112.95,106.60,112.05,128,0.14,44,
535279,BMAL,M,3.73,3.73,3.73,3.73,4000,0.14,1,
533632,ONELIFECAP,B,12.92,13.01,12.50,12.50,1166,0.14,23,
533287,ZEELEARN,B,3.42,3.42,3.42,3.42,4347,0.14,7,
532998,LEHIL,B,59.11,62.49,59.11,61.75,233,0.14,17,
532907,IL&FSENGG,Z,11.84,12.89,11.84,12.89,1113,0.14,5,
532696,EDUCOMP,Z,1.77,1.77,1.71,1.71,8557,0.14,15,
531083,NIHARINF,X,7.00,7.00,7.00,7.00,1970,0.13,6,
530825,DAIKAFFI,X,23.20,24.20,22.50,22.90,567,0.13,6,
530439,SIDDHA,X,4.33,4.95,4.33,4.79,3004,0.13,13,
530169,MOHITPPR,XT,18.00,19.00,18.00,19.00,741,0.13,12,
523373,MINID,XT,17.61,18.90,17.61,18.44,735,0.13,7,
526169,MULTIBASE,X,191.45,200.50,191.45,196.35,69,0.13,11,
524592,JDORGOCHEM,X,4.61,4.70,4.61,4.70,3000,0.13,3,
524675,KABSON,XT,9.95,10.10,9.74,10.10,1340,0.13,19,
531497,MADHUCON,B,4.21,4.42,4.21,4.33,2975,0.13,6,
532387,PNC,B,33.90,33.90,33.01,33.01,417,0.13,18,
507833,COMPUPN,X,2.21,2.40,2.04,2.34,6182,0.13,103,
505737,INTLCOMBQ,X,356.00,372.50,356.00,372.50,38,0.13,6,
513422,BLOIN,X,30.40,31.00,27.20,30.40,465,0.13,21,
514087,PBMPOLY,X,99.95,99.95,97.01,97.01,132,0.13,8,
509152,GRPLTD,T,2681.05,2681.05,2681.05,2681.05,5,0.13,1,
517344,MINDTECK,B,120.00,120.00,112.95,115.10,116,0.13,23,
517548,STARLITE,Z,2.56,2.56,2.53,2.53,5209,0.13,7,
521206,SAMTEX,X,2.52,2.63,2.49,2.50,5286,0.13,50,
532744,GTNTEX,X,12.08,12.08,11.00,11.15,1211,0.13,17,
539487,LICNETFSEN,A,669.85,669.85,645.50,645.50,21,0.13,8,
539492,GARBIFIN,XT,29.55,30.00,29.02,30.00,445,0.13,11,
543229,SAMRATFORG,X,149.95,149.95,144.05,144.05,95,0.13,16,
521194,SILINV,B,290.05,302.00,285.05,292.00,43,0.12,28,
515018,REGENCERAM,T,20.00,20.00,20.00,20.00,600,0.12,11,
509073,HATHWAYB,XT,16.71,18.42,16.71,17.02,697,0.12,18,
513403,PMTELELIN,X,7.35,7.50,7.10,7.35,1787,0.12,15,
505400,TEXINFRA,B,50.75,52.40,50.70,51.78,239,0.12,9,
531525,ACESOFT,X,18.65,18.65,17.01,17.05,725,0.12,10,
531539,RISHDIGA,X,20.00,20.00,18.20,19.69,670,0.12,7,
530977,SKCIL,X,123.30,123.30,113.50,122.85,102,0.12,6,
542922,MANXT50ETF,B,377.00,383.00,377.00,378.38,32,0.12,21,
543574,NIFTYQLITY,B,14.43,14.43,14.10,14.23,901,0.12,48,
590068,KHAITANLTD,B,45.10,47.75,45.10,46.85,273,0.12,18,
532717,INDOTECH,B,182.80,185.25,181.85,184.55,67,0.12,18,
533407,CNOVAPETRO,X,19.95,19.99,19.40,19.40,646,0.12,7,
536507,FLFL,B,5.61,5.65,5.61,5.65,2170,0.12,22,
534532,LYPSAGEMS,B,4.80,5.20,4.80,5.17,2502,0.12,9,
538539,JTAPARIA,XT,6.35,6.35,6.00,6.00,2104,0.12,22,
531227,DECOMIC,X,62.46,65.75,62.42,62.42,179,0.11,8,
524590,HEMORGANIC,X,8.28,8.28,7.88,8.19,1432,0.11,22,
526345,PANJON,X,14.98,14.98,13.95,14.76,822,0.11,15,
531613,MAL,XT,1.76,1.84,1.68,1.68,6205,0.11,25,
531668,VISIONCO,X,1.70,1.73,1.70,1.70,6429,0.11,16,
531387,HASTIFIN,X,5.74,5.74,5.74,5.74,2002,0.11,3,
532310,SHREERAMA,B,10.45,10.45,9.76,10.10,1108,0.11,29,
505212,JAINEX,XT,104.15,111.70,104.00,107.00,110,0.11,12,
500236,KANELIND,XT,1.95,1.99,1.90,1.99,5676,0.11,24,
512441,ENBETRD,XT,34.38,34.38,33.98,33.98,346,0.11,8,
511147,WSFX,X,32.00,33.49,31.45,33.30,333,0.11,10,
517571,INDLMETER,Z,5.10,5.10,4.93,4.94,2281,0.11,11,
532633,ALLSEC,B,480.00,480.40,479.00,480.10,24,0.11,5,
532895,NAGREEKCAP,B,17.60,17.60,16.74,17.60,632,0.11,16,
540108,TIAANC,X,3.85,3.85,3.34,3.64,3258,0.11,26,
539121,PALCO,X,65.00,65.00,64.99,64.99,173,0.11,8,
538922,COSYN,X,19.60,20.95,19.60,20.70,560,0.11,16,
540359,PARMAX,X,34.40,34.54,31.91,34.53,348,0.11,9,
541096,BPLPHARMA,X,345.00,352.95,345.00,345.00,34,0.11,3,
542863,ABSLBANETF,B,40.09,40.87,40.07,40.62,292,0.11,43,
519191,RGRL,X,9.90,10.85,9.90,9.90,1017,0.10,15,
519242,SRDAPRT,XT,57.60,57.60,56.00,56.00,194,0.10,11,
519455,NARBADA,X,49.95,49.95,45.11,49.95,205,0.10,11,
511131,KAMANWALA,X,8.99,9.04,8.63,8.85,1127,0.10,9,
513119,ABCGAS,XT,44.10,46.00,44.10,46.00,226,0.10,8,
513005,VBCFERROQ,XT,46.30,46.40,46.30,46.40,235,0.10,8,
513721,MFSINTRCRP,Z,10.19,10.69,9.70,9.75,1063,0.10,21,
500358,RAMAPETRO,X,3.51,4.01,3.51,4.01,2636,0.10,13,
500370,SALORAINTL,X,35.00,35.00,34.60,34.60,300,0.10,2,
507300,RAVALSUGAR,X,3370.00,3470.00,3370.00,3470.00,3,0.10,2,
524624,GAGAN,X,11.59,11.59,10.99,10.99,952,0.10,10,
523566,MARBU,X,36.00,37.00,34.20,35.00,312,0.10,8,
531210,COLINZ,XT,37.05,37.05,36.10,36.10,298,0.10,8,
530139,KREONFIN,X,44.65,46.95,41.30,44.90,238,0.10,10,
530255,KAYPOWR,X,7.00,7.65,7.00,7.65,1459,0.10,6,
526921,21STCENMGM,B,17.20,17.89,17.20,17.20,619,0.10,23,
526945,TYROON,X,103.00,103.00,102.00,103.00,106,0.10,5,
543348,AXISHETF,B,76.20,77.00,75.60,76.17,139,0.10,31,
543383,ICICICONSU,B,73.00,73.50,71.75,72.65,147,0.10,14,
541890,SPACEINCUBA,X,1.17,1.21,1.17,1.20,9061,0.10,29,
538742,PANACHE,X,21.55,21.55,21.55,21.55,500,0.10,1,
539593,SHIVA,XT,3.49,3.50,3.22,3.42,3066,0.10,20,
532645,BEEYU,X,2.66,2.66,2.53,2.53,4144,0.10,18,
531221,MAYURFL,XT,11.70,11.70,11.12,11.70,774,0.09,9,
531111,GOTHIPL,P,30.45,30.45,30.40,30.40,300,0.09,2,
530821,SSPDL,X,13.50,14.25,13.50,14.25,661,0.09,8,
523710,SAYAJIHOTL,XT,351.75,351.75,330.25,344.95,27,0.09,3,
523384,MAHAPEXLTD,B,110.90,110.90,109.00,109.55,90,0.09,14,
524440,CAMEXLTD,X,26.00,27.20,26.00,26.90,350,0.09,13,
532350,PADMALAYAT,Z,2.32,2.51,2.32,2.33,3958,0.09,10,
532092,SAGARPROD,X,2.22,2.34,2.12,2.13,4337,0.09,20,
532100,INDOCITY,X,7.98,7.98,7.11,7.11,1205,0.09,9,
531881,GMETCOAL,Z,18.00,18.00,17.15,18.00,535,0.09,4,
507747,TTKHEALTH,B,905.80,910.95,902.65,902.65,11,0.09,8,
506858,GUJPETR,XT,32.10,32.10,32.10,32.10,300,0.09,1,
500248,KRIFILIND,X,3.04,3.04,3.00,3.00,3306,0.09,5,
513498,SOUTHMG,XT,60.25,60.25,56.75,58.75,167,0.09,7,
512393,SHARDUL,X,100.00,100.00,94.01,94.01,101,0.09,3,
512481,POLYTEX,X,3.65,3.83,3.48,3.83,2647,0.09,31,
512047,ROYALIND,XT,4.40,4.40,4.40,4.40,2191,0.09,8,
522292,CANDOUR,X,41.90,41.90,38.80,40.00,235,0.09,10,
519238,SPTRSHI,XT,18.30,18.30,18.30,18.30,531,0.09,7,
532946,BANG,B,41.95,41.95,39.41,40.52,224,0.09,20,
533149,ESSARSEC,X,4.05,4.05,3.91,3.94,2271,0.09,28,
539834,BALGOPAL,X,27.20,28.80,24.80,25.00,371,0.09,7,
538787,GBFL,XT,7.17,7.67,7.17,7.33,1340,0.09,46,
538734,CEINSYSTECH,B,136.10,136.10,136.00,136.00,70,0.09,4,
