code,name,Security Group,Open,High,Low,LTP,No. of Shares Traded ,Total Turnover in Lac,No. of Trades ,
543529,DELHIVERY,A,346.95,350.00,337.55,347.75,28092877,95743.00,2570,
512599,ADANIENT,A,1418.00,1567.00,1410.00,1535.00,1523839,22904.00,99844,
532921,ADANIPORTS,A,597.00,615.85,595.00,601.30,1688710,10233.00,34471,
532648,YESBANK,A,17.55,18.40,17.53,18.16,45124024,8211.00,46393,
542066,ATGL,A,655.00,714.20,655.00,693.60,768976,5379.00,31932,
500295,VEDL,A,265.00,278.25,265.00,277.25,1415232,3872.00,21819,
500325,RELIANCE,A,2342.20,2345.50,2323.55,2342.50,165618,3869.00,19416,
500209,INFY,A,1492.00,1501.00,1481.75,1496.00,166893,2493.00,8823,
500425,AMBUJACEM,A,343.40,354.70,343.40,352.45,682978,2391.00,10917,
532461,PNB,A,48.21,49.99,48.21,49.87,4797791,2372.00,7880,
543782,SEALMATIC,MT,225.00,236.25,216.00,236.25,962400,2199.00,1170,
532134,BANKBARODA,A,157.95,164.25,157.80,163.95,1335575,2161.00,8334,
500180,HDFCBANK,A,1606.50,1612.35,1597.25,1600.95,118935,1905.00,5681,
500470,TATASTEEL,A,104.35,107.10,104.35,105.40,1729250,1827.00,11081,
543320,ZOMATO,A,53.21,55.01,53.21,54.81,3335149,1821.00,11549,
526371,NMDC,A,111.40,114.20,111.40,113.90,1559317,1757.00,7200,
532822,IDEA,A,6.79,6.94,6.79,6.93,24229797,1662.00,44991,
500820,ASIANPAINT,A,2828.50,2853.90,2816.50,2845.00,56409,1598.00,5761,
500112,SBIN,A,523.05,535.90,523.05,535.65,295883,1570.00,5843,
540180,VBL,A,1312.00,1350.00,1309.80,1330.70,115981,1556.00,9558,
500034,BAJFINANCE,A,6095.00,6201.60,6095.00,6167.95,24415,1508.00,3939,
543257,IRFC,A,26.95,28.25,26.87,27.62,5311627,1470.00,11414,
532215,AXISBANK,A,846.00,868.40,845.25,865.00,160689,1383.00,5782,
532540,TCS,A,3326.50,3383.00,3320.00,3381.50,39065,1312.00,5603,
532667,SUZLON,A,8.26,8.57,8.23,8.39,15265828,1285.00,4887,
543787,ROBU,MT,184.00,184.00,174.80,174.80,697200,1266.00,454,
539254,ADANITRANS,A,630.00,674.65,630.00,674.65,184143,1231.00,5082,
532555,NTPC,A,170.70,172.45,170.10,172.45,704309,1203.00,4374,
500477,ASHOKLEY,A,145.75,146.45,143.40,143.90,787736,1146.00,4656,
500875,ITC,A,375.10,380.35,373.50,378.00,295557,1118.00,8706,
500113,SAIL,A,82.56,85.33,82.56,85.16,1297169,1098.00,3302,
532477,UNIONBANK,A,66.72,68.39,66.72,67.88,1585591,1074.00,7484,
532371,TTML,A,57.00,58.90,56.32,58.90,1808466,1058.00,4905,
543384,NYKAA,A,140.25,147.30,140.25,144.30,682132,988.00,7890,
539437,IDFCFIRSTB,A,55.15,56.25,55.15,55.75,1719636,957.00,5272,
532149,BANKINDIA,A,71.39,74.25,69.82,73.80,1299110,941.00,5306,
500339,RAIN,A,153.00,167.95,152.80,166.65,552759,905.00,6518,
500103,BHEL,A,69.97,72.73,69.59,72.48,1253722,896.00,3934,
500440,HINDALCO,A,401.40,413.45,401.40,411.95,217924,893.00,4650,
533148,JSWENERGY,A,232.70,242.00,228.40,233.50,378088,890.00,6328,
524230,RCF,A,97.80,101.75,96.76,100.54,892462,887.00,2881,
541154,HAL,A,2575.00,2677.00,2574.35,2673.00,33131,877.00,2608,
542649,RVNL,A,57.40,59.35,56.15,58.38,1473658,854.00,8345,
532234,NATIONALUM,A,77.81,82.45,77.81,82.20,1054344,853.00,3947,
507685,WIPRO,A,388.15,391.50,387.50,390.65,216603,844.00,7768,
540699,DIXON,A,2875.05,2993.25,2875.05,2924.35,28354,833.00,4927,
541450,ADANIGREEN,A,505.05,509.80,505.05,509.80,163202,831.00,2559,
543526,LICI,A,581.05,598.50,580.80,598.05,137098,811.00,7851,
543396,PAYTM,A,600.50,615.70,600.00,610.80,129432,788.00,4453,
532505,UCOBANK,A,25.95,26.50,25.78,26.09,2910434,762.00,9482,
532755,TECHM,A,1096.05,1129.00,1096.05,1126.20,68229,762.00,5137,
533096,ADANIPOWER,A,153.75,153.75,152.50,153.75,495371,761.00,2354,
532627,JPPOWER,A,6.60,6.98,6.56,6.87,11081500,756.00,4861,
500087,CIPLA,A,913.90,913.90,896.15,902.00,81333,734.00,6440,
543275,ANURAS,A,644.00,668.75,644.00,666.00,111521,730.00,515,
500096,DABUR,A,533.05,536.30,526.65,528.00,136755,726.00,2625,
532368,BCG,A,22.95,23.49,22.72,22.72,3146297,722.00,9207,
500010,HDFC,A,2624.95,2627.00,2608.55,2621.00,27478,718.00,3521,
543066,SBICARD,A,743.00,759.55,743.00,755.50,94696,717.00,4756,
532898,POWERGRID,A,221.25,222.25,216.95,218.50,319392,698.00,4070,
523475,LOTUSCHO,X,212.25,234.55,212.25,212.25,308206,682.00,4923,
535789,IBULHSGFIN,A,100.60,105.60,100.60,104.55,657118,680.00,5428,
532939,RPOWER,A,9.89,10.42,9.89,10.10,6654638,679.00,10906,
500185,HCC,A,14.04,14.60,13.93,14.22,4633563,664.00,6207,
532174,ICICIBANK,A,861.55,861.90,852.00,854.65,75129,644.00,2866,
500520,M&M,A,1279.85,1305.50,1277.05,1279.15,49770,642.00,3647,
542651,KPITTECH,A,830.50,849.00,825.75,843.70,76529,642.00,3651,
542726,INDIAMART,A,4869.95,5042.00,4859.65,4999.45,12757,635.00,3148,
533098,NHPC,A,39.59,39.99,39.15,39.77,1580439,626.00,8482,
532762,ACE,A,343.15,354.75,341.65,348.50,177927,621.00,3005,
543237,MAZDOCK,A,725.75,746.50,723.20,740.35,82179,608.00,3485,
543287,LODHA,A,805.10,870.00,803.90,849.85,70828,598.00,5244,
543390,POLICYBZR,A,560.00,582.60,559.95,574.35,103688,594.00,3674,
500570,TATAMOTORS,A,421.00,428.00,421.00,426.05,138891,590.00,4026,
500049,BEL,A,95.39,97.00,94.90,96.95,606531,584.00,4224,
541143,BDL,A,938.05,984.50,932.05,975.50,58082,562.00,2628,
500400,TATAPOWER,A,203.05,205.35,202.35,204.60,274134,559.00,4031,
532388,IOB,A,24.15,24.90,24.09,24.70,2244812,551.00,3981,
532832,IBREALEST,A,57.50,59.78,57.50,58.78,937789,550.00,5879,
500410,ACC,A,1743.95,1776.30,1738.00,1766.95,29799,523.00,2939,
540005,LTIM,A,4705.05,4768.75,4705.05,4736.20,10963,519.00,2010,
512070,UPL,A,696.05,711.80,695.00,711.50,73352,517.00,2907,
543284,EKI,A,660.05,706.60,660.05,689.00,74833,515.00,4321,
532500,MARUTI,A,8630.05,8772.00,8620.10,8754.00,5901,514.00,1667,
542543,INFRATRUST,IF,83.50,83.50,83.50,83.50,600000,501.00,3,
532187,INDUSINDBK,A,1077.85,1094.45,1071.00,1094.45,46075,499.00,3264,
540065,RBLBANK,A,155.00,162.80,155.00,161.35,306749,491.00,2910,
533179,PERSISTENT,A,4772.05,4932.85,4772.05,4888.25,9919,482.00,1755,
532483,CANBK,A,279.00,289.25,279.00,288.55,167413,476.00,2279,
533552,RUPA,A,208.00,242.85,205.85,241.75,204068,474.00,5449,
532839,DISHTV,A,13.91,15.60,13.85,15.13,3136700,471.00,7173,
505537,ZEEL,A,193.60,200.05,192.75,199.30,239197,469.00,2661,
543638,TRACXN,B,74.00,80.60,74.00,77.34,601889,469.00,2814,
530965,IOC,A,76.00,77.19,75.88,77.10,582480,446.00,4525,
541233,LEMONTREE,A,78.40,80.75,77.67,79.00,553117,438.00,3756,
521064,TRIDENT,A,30.41,31.60,30.41,31.09,1396104,435.00,6964,
534809,PCJEWELLER,B,25.84,28.56,25.84,28.56,1569737,433.00,2249,
532525,MAHABANK,A,25.61,26.53,25.42,26.32,1647498,428.00,6638,
532155,GAIL,A,102.00,103.50,102.00,103.30,415863,427.00,3382,
533339,ZENTEC,B,262.05,269.40,261.00,265.45,161822,427.00,2960,
500247,KOTAKBANK,A,1735.45,1750.00,1725.80,1739.00,24530,426.00,2116,
500469,FEDERALBNK,A,130.00,134.10,129.45,133.15,317221,419.00,3086,
543243,EQUITASBNK,A,71.81,73.48,71.56,72.99,578085,419.00,3733,
532978,BAJAJFINSV,A,1333.05,1359.95,1333.05,1347.35,30966,418.00,1727,
532538,ULTRACEMCO,A,7249.85,7340.05,7225.65,7271.20,5477,399.00,1470,
532439,OLECTRA,A,497.00,512.00,480.00,503.00,79370,393.00,3543,
533106,OIL,A,246.05,257.75,246.05,257.00,153172,389.00,5199,
533655,TRITURBINE,A,320.25,338.80,317.95,337.65,116449,384.00,2755,
532532,JPASSOCIAT,A,8.62,8.95,8.62,8.84,4311520,379.00,1470,
532848,DELTACORP,A,186.05,197.15,186.05,195.60,192921,374.00,2796,
541153,BANDHANBNK,A,228.35,235.90,228.35,235.40,159555,372.00,2417,
532659,IDFC,A,76.62,77.65,75.59,77.45,477420,367.00,2153,
532947,IRB,A,29.30,29.43,28.41,28.67,1255818,364.00,2882,
500408,TATAELXSI,A,6101.30,6270.15,6101.30,6224.20,5796,360.00,1290,
532221,SONATSOFTW,A,728.40,748.00,723.00,747.05,48769,359.00,2028,
532454,BHARTIARTL,A,743.00,750.00,741.20,747.50,48233,359.00,3335,
532286,JINDALSTEL,A,553.00,571.80,552.00,569.65,62086,351.00,2397,
513599,HINDCOPPER,A,98.00,102.40,98.00,102.30,347165,349.00,2539,
543768,NSLNISP,T,33.00,35.07,32.90,35.07,998153,341.00,2565,
543428,DATAPATTNS,A,1300.05,1348.00,1300.00,1337.50,25227,334.00,2072,
500116,IDBI,A,48.16,49.37,48.16,48.92,665114,326.00,6226,
543272,EASEMYTRIP,A,46.81,49.13,46.81,48.62,665440,322.00,3973,
539310,THINKINK,B,81.99,82.10,81.75,81.90,383893,314.00,269,
540691,ABCAPITAL,A,145.95,151.70,145.50,151.05,205049,306.00,2582,
538891,MCLOUD,X,505.95,505.95,501.00,505.95,60370,305.00,612,
533248,GPPL,A,105.00,111.00,105.00,109.60,280479,304.00,3030,
517385,SYMPHONY,A,1180.15,1218.95,1175.70,1179.20,25382,302.00,2300,
543235,ANGELONE,A,1019.75,1025.30,1000.80,1001.50,29737,300.00,3808,
500114,TITAN,A,2364.35,2396.20,2364.35,2387.75,12582,299.00,2630,
500510,LT,A,2104.00,2129.90,2104.00,2111.25,13987,296.00,1652,
517334,MOTHERSON,A,79.90,81.34,79.75,81.20,369063,296.00,2712,
532209,J&KBANK,A,48.71,50.52,48.71,49.70,592517,296.00,3437,
500085,CHAMBLFERT,A,274.00,282.50,273.25,281.80,106035,294.00,1456,
500148,UFLEX,A,379.45,419.00,365.10,417.10,74116,292.00,3535,
540762,TIINDIA,A,2771.20,2816.40,2745.65,2787.00,10163,281.00,2083,
532343,TVSMOTOR,A,1077.05,1085.00,1060.45,1068.00,26251,280.00,2179,
530263,GLOBALCA,X,29.00,29.24,26.46,29.24,955281,278.00,381,
540750,IEX*,A,144.45,148.25,143.95,147.20,189633,278.00,2710,
533282,GRAVITA,A,453.05,464.65,453.05,458.05,60538,278.00,1380,
532218,SOUTHBANK,A,16.66,17.27,16.66,16.94,1607700,274.00,3787,
532689,PVR,A,1519.85,1533.95,1486.10,1532.50,18230,274.00,1860,
500093,CGPOWER,A,300.50,309.60,299.95,307.10,88332,270.00,1548,
500002,ABB,A,3230.00,3317.50,3209.45,3303.70,8203,266.00,1260,
500575,VOLTAS,A,898.00,906.95,891.50,897.60,29609,265.00,1469,
500302,PEL,A,770.05,778.00,763.05,776.50,34396,265.00,1927,
543654,MEDANTA,B,520.45,538.50,508.30,509.95,50498,264.00,3568,
531768,POLYMED,A,937.10,1014.80,937.10,997.75,26209,261.00,3784,
500104,HINDPETRO,A,215.25,217.15,214.50,215.85,120552,260.00,963,
542904,UJJIVANSFB,A,26.10,27.29,26.00,26.57,972008,260.00,3752,
500106,IFCI,A,10.90,11.34,10.90,11.21,2307038,259.00,3379,
540611,AUBANK,A,592.05,613.50,591.00,610.95,42202,256.00,2893,
532488,DIVISLAB,A,2828.95,2857.70,2822.05,2843.10,9009,255.00,1790,
534816,INDUSTOWER,A,169.85,170.50,166.25,170.40,149078,251.00,2102,
500135,EPL,A,166.90,166.90,160.40,160.70,152868,247.00,1937,
500696,HINDUNILVR,A,2457.65,2470.00,2448.45,2457.35,10070,247.00,1637,
521070,ALOKTEXT,B,13.00,14.50,12.50,14.03,1792094,247.00,6308,
509480,BERGEPAINT,A,584.95,585.00,575.75,582.90,42602,247.00,2798,
500312,ONGC,A,151.55,154.85,151.55,154.75,159914,245.00,2022,
532810,PFC,A,145.30,149.55,144.45,149.15,164656,242.00,1772,
532670,RENUKA,A,43.71,45.00,43.70,44.70,535923,238.00,3673,
500825,BRITANNIA,A,4445.00,4451.40,4355.55,4362.00,5429,237.00,1603,
533758,APLAPOLLO,A,1199.95,1261.50,1199.15,1255.00,19071,237.00,1272,
526415,OKPLA,XT,77.14,80.90,77.14,78.00,303552,236.00,672,
532830,ASTRAL,A,1888.95,1931.60,1888.95,1900.70,12294,235.00,2144,
505700,ELECON,A,396.00,405.15,390.55,393.20,58784,233.00,1891,
532529,NDTV,B,191.95,199.75,191.90,199.75,116736,232.00,1390,
500184,HSCL,A,82.67,88.03,82.67,87.82,267098,230.00,2452,
524091,CARYSIL,A,516.85,579.00,514.05,567.50,40854,229.00,2460,
500645,DEEPAKFERT,A,624.00,644.95,624.00,643.70,35643,227.00,2655,
500493,BHARATFORG,A,823.85,826.00,815.00,824.15,27626,226.00,2260,
511431,VAKRANGEE,A,21.73,22.61,21.73,22.32,996149,221.00,5473,
531595,CGCL,A,689.25,689.25,672.80,680.35,32125,219.00,1333,
542857,GREENPANEL,A,276.85,299.35,276.85,288.25,76159,217.00,2736,
504918,SANDUMA,A,998.00,1009.00,972.60,997.05,21508,214.00,1242,
532756,MAHINDCIE,A,429.55,431.95,422.00,428.10,50056,213.00,1809,
533519,L&TFH,A,87.61,90.40,87.40,89.94,239036,213.00,1798,
541956,IRCON,A,51.51,53.25,51.51,53.10,402922,212.00,2010,
506852,PRIMO,A,74.20,74.65,71.10,73.95,286259,211.00,603,
532508,JSL,A,268.00,272.20,267.50,271.10,77959,211.00,2375,
500547,BPCL,A,317.00,321.00,316.00,317.30,66356,210.00,1368,
532479,ISMTLTD,B,68.00,71.99,68.00,69.56,300935,210.00,2627,
534309,NBCC,A,33.35,33.90,33.07,33.83,625287,210.00,5105,
524715,SUNPHARMA,A,955.95,966.00,953.00,962.90,21759,209.00,1924,
500800,TATACONSUM,A,716.90,716.90,709.80,714.50,29202,208.00,1293,
524208,AARTIIND,A,528.05,538.80,528.05,536.45,38699,206.00,1313,
890176,SUZLONPP,A,5.16,5.70,5.15,5.53,3771735,206.00,1219,
542851,GENSOL,M,895.00,919.50,880.00,901.05,22800,205.00,187,
533278,COALINDIA,A,215.00,219.05,214.65,218.60,93335,202.00,1730,
500330,RAYMOND,A,1281.95,1316.00,1275.80,1300.85,15360,200.00,1476,
539436,COFFEEDAY,A,34.00,37.30,34.00,36.17,552250,200.00,3211,
500390,RELINFRA,A,132.55,136.95,131.35,134.60,147852,199.00,2421,
540115,LTTS,A,3680.05,3750.00,3680.05,3742.00,5318,197.00,1178,
543712,AHL,B,240.00,245.30,224.95,237.45,87279,197.00,1423,
543277,LXCHEM,A,260.00,264.00,259.00,261.85,74631,194.00,2022,
531364,EKANSH,X,53.81,53.81,50.10,53.81,353668,190.00,372,
500294,NCC,A,89.10,91.49,89.10,90.75,207522,188.00,1555,
514138,SURYALA,X,443.05,479.90,443.05,465.00,40323,187.00,666,
543635,PPLPHARMA,B,78.54,81.25,78.26,80.00,234528,187.00,1774,
523630,NFL,A,62.15,64.20,62.08,63.31,293117,185.00,2386,
500219,JISLJALEQS,A,26.70,27.69,26.57,27.00,681632,184.00,1723,
539992,LLOYDSTEEL,A,20.24,20.37,19.55,20.00,917546,184.00,2652,
500251,TRENT,A,1285.00,1310.05,1279.80,1285.45,14187,183.00,2278,
531344,CONCOR,A,597.00,600.10,591.00,599.20,30735,183.00,1188,
532281,HCLTECH,A,1077.55,1101.35,1077.55,1101.30,16767,183.00,1447,
570001,TATAMTRDVR,A,218.85,223.85,218.85,222.00,82980,183.00,1662,
500670,GNFC,A,522.05,545.30,521.85,541.75,33927,181.00,1559,
543273,KMEW,M,949.90,1031.00,949.00,980.05,18250,181.00,54,
538962,MINDACORP,A,192.80,205.50,192.80,204.55,90241,181.00,1947,
500368,PATANJALI,T,927.00,955.00,924.00,944.80,19116,180.00,1065,
541228,TRL,M,155.75,155.75,155.75,155.75,116000,180.00,20,
540530,HUDCO,A,43.65,44.80,43.65,44.73,405370,179.00,4356,
500253,LICHSGFIN,A,350.60,357.05,349.60,356.30,50308,178.00,1383,
532955,RECLTD,A,114.35,115.55,113.90,115.05,153267,176.00,1460,
500032,BAJAJHIND,A,12.51,13.35,12.51,13.15,1343149,175.00,3718,
524109,KABRAEXTRU,B,554.90,555.95,539.95,542.40,31935,175.00,1974,
532541,COFORGE,A,4251.20,4306.00,4243.00,4264.45,4094,175.00,1024,
539277,ALSTONE,X,1.21,1.21,1.11,1.11,15233673,174.00,3790,
505872,WPIL,B,1900.00,1938.00,1875.00,1896.30,9161,173.00,640,
534618,WAAREERTL,X,595.15,633.00,595.15,624.80,27936,173.00,432,
507753,TGVSL,B,107.00,109.00,105.60,108.85,160632,172.00,944,
500387,SHREECEM,A,25920.20,26379.65,25920.20,26291.60,660,172.00,416,
540376,DMART,A,3422.00,3474.45,3422.00,3444.45,5001,172.00,894,
535322,REPCOHOME,B,194.50,198.65,193.35,194.75,87496,171.00,3696,
532977,BAJAJ-AUTO,A,3660.50,3743.00,3640.95,3743.00,4641,171.00,1057,
500086,EXIDEIND,A,175.00,179.00,175.00,178.80,96241,170.00,2326,
500331,PIDILITIND,A,2305.00,2316.40,2295.70,2309.40,7350,169.00,1010,
543300,SONACOMS,A,454.45,462.50,449.85,458.05,36565,167.00,1779,
500480,CUMMINSIND,A,1577.90,1596.90,1564.40,1594.95,10505,166.00,1251,
532652,KTKBANK,A,144.50,149.15,142.90,147.65,114027,166.00,2597,
500620,GESHIP,A,548.50,557.65,532.00,556.35,30286,165.00,2434,
505200,EICHERMOT,A,3085.05,3129.35,3085.05,3123.45,5302,164.00,920,
532885,CENTRALBK,A,25.66,26.55,25.66,26.22,628259,164.00,2908,
539807,INFIBEAM,A,15.94,16.20,15.85,15.96,1022884,164.00,2638,
500108,MTNL,B,19.75,20.68,19.75,20.39,805543,163.00,3779,
533581,PGEL,A,1396.45,1410.35,1384.45,1389.55,11758,163.00,748,
500003,AEGISLOG,A,358.70,370.80,358.70,366.50,44432,162.00,1809,
505790,SCHAEFFLER,A,2978.50,3098.95,2978.50,3093.30,5305,162.00,1575,
533150,GODREJPROP,A,1110.95,1123.40,1098.30,1117.10,14484,161.00,1331,
500182,HEROMOTOCO,A,2402.05,2443.65,2402.05,2425.00,6623,160.00,1435,
530549,SHILPAMED,A,257.05,265.95,251.25,259.30,62131,160.00,1374,
540173,PNBHOUSING,A,600.00,609.65,595.40,596.55,26692,160.00,1269,
512455,LLOYDSME,A,279.95,280.90,276.00,279.50,57118,159.00,817,
543278,KALYANKJIL,A,113.65,116.40,113.65,115.15,138802,159.00,1145,
543590,RHETAN,M,500.00,501.00,496.00,498.00,32000,159.00,16,
531500,RAJESHEXPO,A,654.40,655.25,643.20,650.00,24288,158.00,862,
532348,SUBEX,A,28.36,29.36,28.36,29.12,542110,157.00,3333,
524804,AUROPHARMA,A,457.05,465.00,455.50,463.05,34161,157.00,1448,
543482,EUREKAFORBE,A,464.90,476.45,463.15,470.00,33572,156.00,1531,
532523,BIOCON,A,230.05,232.70,227.20,227.95,67752,155.00,1535,
535136,NIBE,X,406.00,426.00,406.00,412.00,36735,154.00,224,
500288,MOREPENLAB,A,25.33,26.50,25.26,25.99,591423,153.00,4368,
526642,MIRZAINT,A,279.70,283.95,273.50,275.00,54801,152.00,1482,
538928,KARNAVATI,X,26.49,26.56,25.81,26.56,567766,150.00,2070,
526299,MPHASIS,A,2035.80,2080.00,2030.00,2068.30,7258,149.00,1440,
523445,RIIL,A,801.95,848.05,801.95,837.85,17590,146.00,1366,
531959,NEWINFRA,XT,21.90,22.75,20.81,22.75,643315,146.00,22,
539594,MISHTANN,B,8.15,8.84,8.00,8.70,1720738,146.00,2883,
540777,HDFCLIFE,A,487.25,489.60,484.40,487.45,29939,146.00,1015,
532400,BSOFT,A,275.05,279.00,274.35,277.30,52526,145.00,1772,
531120,PATELENG,B,13.60,15.20,13.58,15.06,1004151,145.00,2178,
542011,GRSE,A,408.40,440.20,408.40,439.50,34331,145.00,1724,
532814,INDIANB,A,257.05,267.00,257.05,266.25,55316,145.00,806,
526947,LAOPALA,A,355.05,359.40,346.45,346.45,40744,144.00,2336,
500228,JSWSTEEL,A,668.00,678.50,668.00,674.35,21400,144.00,1005,
532702,GSPL,A,283.00,289.00,278.35,287.15,50744,144.00,2464,
539336,GUJGAS,A,504.05,512.45,504.05,509.65,28265,144.00,1241,
500271,MFSL,A,691.60,704.80,681.85,702.40,20600,143.00,1086,
500109,MRPL,A,49.51,51.65,49.51,51.25,279714,142.00,3388,
500183,HFCL,A,63.71,65.20,63.71,65.00,218388,141.00,1423,
530073,SANGHVIMOV,B,363.85,368.15,350.00,352.40,39069,141.00,711,
542652,POLYCAB,A,3080.00,3124.60,3069.35,3099.00,4584,141.00,809,
534091,MCX,A,1409.10,1424.10,1406.25,1420.45,10026,141.00,969,
503806,SRF,A,2167.05,2238.45,2167.05,2236.50,6229,138.00,932,
500380,JKLAKSHMI,A,671.85,716.45,670.00,707.30,19698,137.00,1732,
543458,AWL,A,369.00,379.45,369.00,379.45,36470,137.00,839,
540377,IFL,B,152.60,154.20,151.20,152.60,89186,136.00,1290,
540900,NEWGEN,A,446.35,467.95,441.35,459.75,29534,135.00,1787,
532805,REDINGTON,A,170.00,171.35,168.70,169.90,79239,134.00,1894,
532636,IIFL,A,434.35,445.05,429.45,437.00,30416,133.00,1312,
543620,INA,M,116.50,132.30,114.30,132.30,108000,133.00,36,
542830,IRCTC,A,603.55,614.75,603.55,611.35,21778,133.00,1371,
500378,JINDALSAW,A,150.50,153.20,147.25,147.60,88183,132.00,1403,
500008,AMARAJABAT,A,559.95,571.15,555.00,568.70,23471,132.00,1517,
506401,DEEPAKNI,A,1796.20,1834.50,1796.20,1831.00,7275,132.00,893,
532162,JKPAPER,A,386.25,394.15,384.05,385.30,34056,132.00,1553,
500770,TATACHEM,A,974.80,991.55,973.40,990.25,13354,131.00,1408,
543650,DCXINDIA,B,162.00,167.40,161.35,166.55,79352,131.00,2343,
533553,TDPOWERSYS,B,138.80,147.10,138.80,145.30,90358,131.00,1555,
504067,ZENSARTECH,A,291.00,293.55,285.25,287.15,45274,130.00,1057,
508869,APOLLOHOSP,A,4352.05,4448.10,4340.00,4416.50,2975,130.00,661,
540653,SINTEXPLAST,B,1.91,1.99,1.91,1.92,6708413,129.00,1937,
500285,SPICEJET,A,37.35,37.63,36.65,36.91,344439,127.00,1654,
543330,DEVYANI,A,153.95,155.00,150.50,151.50,83661,127.00,1920,
539978,QUESS,A,345.25,359.65,345.25,348.15,36036,126.00,1732,
500144,FINCABLES,A,709.00,727.55,697.95,727.35,17540,125.00,767,
538923,SOFCOM,X,94.50,94.50,91.21,92.85,135940,125.00,86,
532504,NAVINFLUOR,A,4111.05,4233.40,4111.05,4209.50,2991,125.00,815,
500304,NIITLTD,A,317.10,334.30,317.10,332.90,38022,124.00,1440,
540595,TEJASNET,A,560.00,570.55,557.00,565.00,22186,124.00,1190,
517569,KEI,A,1625.40,1676.65,1622.25,1674.95,7430,123.00,739,
524000,POONAWALLA,A,289.05,294.75,289.05,290.45,42327,123.00,1027,
540719,SBILIFE,A,1120.60,1122.70,1109.15,1114.55,11105,123.00,2685,
522287,KALPATPOWR,A,540.20,554.35,530.80,541.85,22486,122.00,1394,
506642,SADHNANIQ,B,112.20,123.20,112.20,121.10,100231,121.00,405,
509488,GRAPHITE,A,286.75,299.05,286.75,294.40,40760,120.00,1669,
532809,FSL,A,112.10,114.45,112.10,113.65,105793,120.00,1138,
532775,GTLINFRA,A,0.85,0.90,0.85,0.87,13979403,120.00,11860,
541729,HDFCAMC,A,1818.95,1824.55,1791.35,1800.10,6605,119.00,1003,
543664,KAYNES,B,884.00,908.35,858.20,889.00,13535,119.00,1238,
500238,WHIRLPOOL,A,1324.45,1324.45,1303.00,1306.65,9010,117.00,628,
531213,MANAPPURAM,A,102.20,105.55,102.20,105.05,111992,117.00,1258,
532210,CUB,A,139.20,141.85,138.55,141.10,83564,117.00,1278,
532684,EKC,A,76.25,84.50,75.95,82.18,142876,117.00,1706,
500245,KIRLFER,A,434.45,438.70,419.70,433.15,26877,116.00,1322,
522205,PRAJIND,A,351.60,355.50,349.10,349.60,32936,116.00,1406,
513683,NLCINDIA,A,78.25,80.50,78.25,80.29,145627,115.00,824,
500150,FOSECOIND,B,2275.00,2388.30,2223.35,2366.50,4964,115.00,865,
532859,HGS,A,1304.05,1313.65,1302.00,1313.00,8766,114.00,858,
539876,CROMPTON,A,302.15,310.50,302.15,309.40,37154,114.00,1361,
539309,RAMASTEEL,B,31.85,33.30,31.70,33.29,344523,113.00,2041,
533326,TEXRAIL,A,44.20,46.50,44.20,46.15,248126,113.00,2277,
500188,HINDZINC,A,302.35,313.95,301.85,310.70,36288,112.00,1686,
500412,TIRUMALCHM,A,172.25,180.20,171.75,180.20,64257,112.00,1476,
531637,PRAVEG,XT,474.00,489.90,469.00,469.00,23631,112.00,814,
532424,GODREJCP,A,913.05,936.00,908.55,913.60,12184,112.00,1906,
541988,AAVAS,A,1835.75,1908.20,1835.75,1851.95,6001,112.00,1299,
530005,INDIACEM,A,186.35,193.15,186.35,192.60,58361,111.00,1087,
530135,OPTIEMUS,A,253.00,255.00,250.65,253.15,44205,111.00,1087,
500830,COLPAL,A,1468.50,1486.55,1468.50,1478.00,7496,110.00,869,
523598,SCI,A,118.95,122.30,118.95,120.35,91352,109.00,1041,
532259,APARINDS,A,2305.05,2385.05,2305.05,2350.10,4677,109.00,614,
535755,ABFRL,A,232.95,234.70,230.00,233.95,47132,109.00,874,
533206,SJVN,A,31.01,31.75,31.01,31.59,345551,108.00,3615,
539725,GOKULAGRO,B,109.55,116.55,109.55,113.95,95785,108.00,1532,
532175,CYIENT,A,945.45,963.90,941.85,952.75,11362,107.00,972,
526881,63MOONS,B,204.25,206.00,199.00,201.70,53238,107.00,1100,
500530,BOSCHLTD,A,17899.50,18369.00,17899.50,18324.60,586,106.00,331,
538975,SHREESEC,X,14.63,15.79,14.63,14.63,717830,106.00,1475,
538607,TOYAMSL,X,15.70,16.29,15.70,16.01,662852,106.00,375,
543498,MSUMI,A,49.50,50.60,49.46,50.24,210804,106.00,2882,
500850,INDHOTEL,A,310.95,316.95,309.40,315.95,33734,105.00,999,
523642,PIIND,A,3100.05,3129.00,3068.00,3122.90,3387,105.00,833,
543573,SYRMA,B,260.10,278.80,260.10,277.90,38885,105.00,1609,
539150,PNCINFRA,A,275.00,278.20,269.90,271.90,38746,105.00,1309,
542012,AAL,B,327.40,330.05,327.00,327.00,32010,105.00,216,
541403,DOLLAR,A,318.30,356.00,316.75,353.55,30654,105.00,1877,
539448,INDIGO,A,1865.05,1866.25,1831.55,1833.95,5633,104.00,1060,
535267,COMFINCAP,X,117.80,119.95,111.20,111.20,89474,104.00,793,
532321,ZYDUSLIFE,A,469.95,475.45,463.35,475.00,21960,103.00,1019,
500495,ESCORTS,A,2065.05,2091.95,2050.00,2086.10,5001,103.00,669,
